stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,wheelchair_boarding
13433,13433,HAMPTON @ MARVIN - N - NS,,32.746078,-96.856705,,,0
13436,13436,JEFFERSON @ EDGEFIELD - E - NS,,32.744217,-96.844284,,,1
13438,13438,JEFFERSON @ TYLER - E - NS,,32.743064,-96.837905,,,1
13440,13440,JEFFERSON @ VAN BUREN - E - FS,,32.743048,-96.833644,,,1
13441,13441,JEFFERSON @ LLEWELLYN - E - NS,,32.743049,-96.832281,,,1
13442,13442,JEFFERSON @ BISHOP - E - NS,,32.742988,-96.828524,,,1
13444,13444,JEFFERSON @ ZANG - E - NS,,32.743017,-96.824843,,,1
13445,13445,JEFFERSON @ BECKLEY - E - NS,,32.74335,-96.823082,,,1
13447,13447,JEFFERSON @ CRAWFORD - E - NS,,32.745287,-96.819249,,,1
13449,13449,JEFFERSON @ MARSALIS - E - NS,,32.747031,-96.815894,,,1
13450,13450,JEFFERSON @ 10TH - E - NS,,32.748199,-96.813775,,,1
13453,13453,HOUSTON @ COMMERCE - S - NS,,32.778413,-96.807783,,,1
13454,13454,MARSALIS @ COLORADO - S - NS,,32.759006,-96.815712,,,1
13455,13455,COLORADO @ LANCASTER - E - NS,,32.75868,-96.814428,,,0
13461,13461,JEFFERSON @ 10TH - W - NS,,32.748375,-96.813797,,,0
13463,13463,JEFFERSON @ HAMPTON - W - NS,,32.747718,-96.856469,,,1
13464,13464,HAMPTON @ WENTWORTH - S - NS,,32.74324,-96.856919,,,0
13478,13478,HAMPTON @ BENTLEY - N - NS,,32.728225,-96.856896,,,0
13479,13479,HAMPTON @ BRANDON - N - NS,,32.731899,-96.856888,,,0
13493,13493,HAMPTON @ SEARCY - S - NS,,32.727504,-96.857125,,,0
13494,13494,HAMPTON @ ENGLE - S - MB,,32.719358,-96.857134,,,1
13501,13501,HAMPTON @ ILLINOIS - S - NS,,32.72055,-96.857135,,,1
13502,13502,ILLINOIS @ CHALMERS - W - NS,,32.720485,-96.862282,,,0
13519,13519,ELSIE FAYE HEGGINS@ VERDUN - E - NS,,32.760986,-96.746758,,,1
13520,13520,2ND @ KENILWORTH - N - NS,,32.762573,-96.746247,,,1
13523,13523,2ND @ PINE - N - NS,,32.765746,-96.749978,,,0
13525,13525,2ND @ HERRLING - N - NS,,32.767818,-96.75235,,,0
13526,13526,2ND @ JAMAICA - N - NS,,32.768882,-96.753579,,,1
13527,13527,2ND @ PENELOPE - N - NS,,32.769642,-96.754527,,,1
13528,13528,2ND @ CARL - N - NS,,32.771198,-96.756287,,,0
13529,13529,2ND @ HAMILTON - S - NS,,32.770916,-96.756119,,,0
13530,13530,2ND @ METROPOLITAN - S - NS,,32.770217,-96.75528,,,0
13531,13531,2ND @ FRANK - S - NS,,32.768501,-96.753289,,,0
13536,13536,MOCKINGBIRD @ ALDERSON - W - NS,,32.836601,-96.754982,,,1
13537,13537,MOCKINGBIRD @ NORRIS - W - NS,,32.836593,-96.75808,,,0
13538,13538,MOCKINGBIRD @ DELMAR - W - NS,,32.836635,-96.765282,,,0
13540,13540,MOCKINGBIRD @ MCMILLAN - W - NS,,32.836696,-96.773583,,,1
13542,13542,COLE @ KNOX - S - NS,,32.823387,-96.788948,,,0
13543,13543,COLE @ OLIVER - S - NS,,32.820034,-96.790627,,,0
13544,13544,COLE @ LEE - S - NS,,32.818538,-96.791428,,,1
13545,13545,COLE @ FITZHUGH - S - NS,,32.816835,-96.792374,,,0
13547,13547,LEMMON @ WESTSIDE - S - MB,,32.823191,-96.818923,,,1
13548,13548,LEMMON @ VERSAILLES S - N - NS,,32.827495,-96.823517,,,0
13550,13550,MOCKINGBIRD @ HAWES - W - MB,,32.822278,-96.854022,,,1
13554,13554,MCKINNEY @ LEE - N - NS,,32.817634,-96.790169,,,0
13555,13555,MCKINNEY @ KNOX - N - MB,,32.822007,-96.78782,,,1
13558,13558,MOCKINGBIRD @ DELMAR - E - NS,,32.836429,-96.76587,,,0
13559,13559,MOCKINGBIRD @ SKILLMAN - E - NS,,32.83643,-96.76202,,,1
13560,13560,MOCKINGBIRD @ NORRIS - E - FS,,32.836384,-96.757897,,,1
13561,13561,MOCKINGBIRD @ ALDERSON - E - NS,,32.836384,-96.755372,,,1
13562,13562,MOCKINGBIRD @ ABRAMS - E - NS,,32.836377,-96.753178,,,1
13569,13569,SPRING @ SWANSON - E - NS,,32.771839,-96.745514,,,0
13573,13573,SPRING @ WAHOO - E - FS,,32.774435,-96.741953,,,1
13574,13574,SPRING @ LYONS - E - NS,,32.775077,-96.741013,,,0
13577,13577,ELSIE FAYE HEGGINS @ DUCKETT - S - FS,,32.775402,-96.738323,,,1
13578,13578,ELSIE FAYE HEGGINS @ LYONS - S - NS,,32.772856,-96.738131,,,1
13579,13579,ELSIE FAYE HEGGINS @ JUNCTION - W - NS,,32.768993,-96.738927,,,1
13580,13580,ELSIE FAYE HEGGINS @ LAGOW - W - NS,,32.767406,-96.740693,,,0
13581,13581,LAGOW @ MONTIE - W - FS,,32.768486,-96.742188,,,0
13586,13586,LAGOW @ JAMAICA - W - NS,,32.773654,-96.748551,,,0
13587,13587,LAGOW @ METROPOLITAN - W - NS,,32.774723,-96.749772,,,0
13589,13589,LAGOW @ FITZHUGH - W - MB,,32.776249,-96.751587,,,0
13591,13591,FITZHUGH @ CROSS - W - NS,,32.774152,-96.755226,,,0
13595,13595,EXPOSITION @ COMMERCE - W - NS,,32.785087,-96.77414,,,1
13599,13599,COMMERCE @ MALCOLM X - E - NS,,32.783386,-96.78209,,,1
13601,13601,COMMERCE @ HALL - E - NS,,32.784034,-96.778778,,,1
13604,13604,COMMERCE @ EXPOSITION - E - NS,,32.784752,-96.774247,,,0
13605,13605,ROBERT B CULLUM @ GRAND - S - NS,,32.777468,-96.765542,,,1
13606,13606,FITZHUGH @ 2ND - E - NS,,32.771842,-96.757378,,,0
13607,13607,FITZHUGH @ CROSS - E - NS,,32.773799,-96.755242,,,0
13609,13609,FITZHUGH @ LAGOW - E - NS,,32.776508,-96.752228,,,0
13611,13611,LAGOW @ METROPOLITAN - E - NS,,32.774841,-96.750084,,,0
13612,13612,LAGOW @ JAMAICA - E - NS,,32.773712,-96.748772,,,0
13614,13614,LAZY RIVER @ CONCERTO - W - NS,,32.66876,-96.804903,,,0
13615,13615,CONCERTO @ SINGING HILLS - N - NS,,32.672785,-96.805162,,,0
13629,13629,RAMONA @ EXETER - N - NS,,32.694302,-96.803155,,,1
13631,13631,RAMONA @ GRINNELL - N - NS,,32.696945,-96.803597,,,1
13632,13632,RAMONA @ HUDSPETH - N - NS,,32.699331,-96.804798,,,1
13633,13633,RAMONA @ OVERTON - N - NS,,32.701088,-96.805871,,,1
13652,13652,EWING @ WACO - N - NS,,32.735304,-96.811391,,,1
13654,13654,EWING @ MORRELL - N - NS,,32.738834,-96.811791,,,0
13658,13658,MARSALIS @ 12TH - S - NS,,32.745046,-96.815668,,,0
13659,13659,ZOO STATION,,32.740771,-96.812896,,,1
13660,13660,EWING @ MORRELL - S - NS,,32.739208,-96.812058,,,0
13662,13662,EWING @ WACO - S - FS,,32.735313,-96.811507,,,0
13663,13663,EWING @ WINTERS - S - NS,,32.733303,-96.811478,,,0
13681,13681,RAMONA @ HUDSPETH - S - NS,,32.699565,-96.805039,,,1
13682,13682,RAMONA @ GRINNELL - S - NS,,32.697124,-96.803666,,,1
13684,13684,RAMONA @ EXETER - S - NS,,32.694519,-96.803399,,,1
13685,13685,RAMONA @ ANN ARBOR - S - NS,,32.693466,-96.802658,,,1
13692,13692,LEDBETTER @ YEWPON - W - NS,,32.683548,-96.800354,,,1
13693,13693,LEDBETTER @ SINGING HILLS - W - NS,,32.682899,-96.802811,,,1
13701,13701,CONCERTO @ LAZY RIVER - S - MB,,32.671207,-96.805247,,,0
13702,13702,CONCERTO @ LAZY RIVER - S - NS,,32.66884,-96.805107,,,0
13703,13703,LAZY RIVER @ QUARTET - E - NS,,32.668133,-96.803102,,,0
13712,13712,HAMPTON @ BONNYWOOD - N - NS,,32.701728,-96.856949,,,0
13713,13713,HAMPTON @ PERRYTON - N - NS,,32.714065,-96.856949,,,1
13714,13714,HAMPTON @ GLENFIELD - N - NS,,32.716659,-96.856972,,,1
13715,13715,HAMPTON @ WENTWORTH - N - NS,,32.742916,-96.856697,,,0
13718,13718,FT WORTH @ YORKTOWN - E - NS,,32.770791,-96.834664,,,1
13719,13719,COMMERCE @ PITTMAN - E - NS,,32.773097,-96.830757,,,0
13722,13722,HAMPTON @ JEFFERSON - S - NS,,32.748165,-96.856949,,,1
13723,13723,HAMPTON @ GLENFIELD - S - NS,,32.716915,-96.857132,,,0
13724,13724,HAMPTON @ CLIFF TEEN CT - S - NS,,32.711648,-96.857169,,,0
13725,13725,HAMPTON @ SOUTHWOOD - S - NS,,32.700093,-96.857156,,,0
13730,13730,ST PAUL @ BRYAN - S - NS,,32.783884,-96.797777,,,1
13733,13733,YOUNG @ GRIFFIN - W - NS,,32.776874,-96.80188,,,1
13734,13734,WOOD @ MARKET - W - FS,,32.776998,-96.805581,,,1
13735,13735,YOUNG @ LAMAR - E - NS,,32.776493,-96.803795,,,1
13737,13737,FIELD @ ELM - N - NS,,32.780864,-96.80111,,,1
13738,13738,FIELD @ PATTERSON - N - NS,,32.782623,-96.801705,,,1
13739,13739,ERVAY @ FEDERAL - N - NS,,32.783492,-96.798438,,,1
13741,13741,ELM @ MARKET - W - NS,,32.780018,-96.806119,,,1
13745,13745,OLIVE @ ROSS - N - FS,,32.788043,-96.798713,,,1
13746,13746,SAMUELL @ FERGUSON - W - NS,,32.793337,-96.723528,,,0
13747,13747,SAMUELL @ BOONE - W - MB,,32.793003,-96.731995,,,0
13750,13750,DOLPHIN @ CULVER - S - NS,,32.790479,-96.737433,,,1
13762,13762,PARRY @ FLETCHER - N - NS,,32.784451,-96.76451,,,1
13763,13763,HASKELL @ PEAK - E - NS,,32.783763,-96.763009,,,1
13770,13770,SAMUELL @ WINFIELD - E - NS,,32.792936,-96.735473,,,0
13771,13771,SAMUELL @ BOONE - E - NS,,32.792899,-96.733679,,,0
13772,13772,SAMUELL @ LAWNVIEW - E - FS,,32.79302,-96.725503,,,0
13773,13773,SAMUELL @ FERGUSON - E - FS,,32.793146,-96.723381,,,1
13775,13775,JOHN WEST @ PEAVY - W - NS,,32.807194,-96.685387,,,1
13776,13776,DILIDO @ JOHN WEST - S - FS,,32.806114,-96.688958,,,0
13777,13777,DILIDO @ CHENAULT - S - NS,,32.802945,-96.688272,,,0
13778,13778,DILIDO @ SENATE - S - NS,,32.800452,-96.688251,,,0
13779,13779,SENATE @ ST FRANCIS - W - MB,,32.800186,-96.689904,,,1
13780,13780,SENATE @ ST FRANCIS - W - NS,,32.799457,-96.692589,,,1
13791,13791,HIGHLAND @ FALL RIVER - W - NS,,32.796623,-96.707924,,,1
13792,13792,HUNNICUT @ HIGHLAND - S - FS,,32.79676,-96.709397,,,0
13793,13793,HUNNICUT @ CLAREMONT - S - NS,,32.795669,-96.710717,,,0
13795,13795,SAMUELL @ GROVE HILL - W - NS,,32.793576,-96.716911,,,0
13796,13796,SAMUELL @ TREW - E - MB,,32.793313,-96.716009,,,0
13797,13797,HUNNICUT @ CLAREMONT - N - NS,,32.795372,-96.711014,,,1
13798,13798,HUNNICUT @ HIGHLAND - N - NS,,32.797191,-96.708786,,,0
13809,13809,SENATE @ ST FRANCIS - E - FS,,32.799366,-96.692368,,,1
13810,13810,SENATE @ DILIDO - E - MB,,32.799903,-96.690247,,,0
13811,13811,DILIDO @ CHENAULT - N - NS,,32.802585,-96.688165,,,1
13812,13812,DILIDO @ JOHN WEST - N - NS,,32.806697,-96.688866,,,1
13817,13817,CHARIOT @ TRACE - W - NS,,32.783651,-96.690531,,,0
13818,13818,TRACE @ ST FRANCIS - N - NS,,32.784114,-96.690361,,,1
13819,13819,ST FRANCIS @ BERRIDGE - N - NS,,32.785674,-96.690964,,,1
13825,13825,EVERGLADE @ URBAN CREST - W - NS,,32.785514,-96.700737,,,1
13826,13826,EVERGLADE @ HAZELHURST - W - NS,,32.786029,-96.705353,,,1
13827,13827,EVERGLADE @ ASHBROOK - W - NS,,32.786895,-96.706841,,,0
13828,13828,EVERGLADE @ ELKRIDGE - W - NS,,32.787197,-96.707688,,,0
13829,13829,EVERGLADE @ MENEFEE - W - NS,,32.786586,-96.71019,,,0
13830,13830,EVERGLADE @ HUNNICUT - W - NS,,32.786502,-96.712494,,,0
13832,13832,SAMUELL @ GROVE HILL - W - MB,,32.793354,-96.71545,,,1
13833,13833,SAMUELL @ GROVE HILL - E - NS,,32.793461,-96.717301,,,1
13838,13838,EVERGLADE @ MENEFEE - E - FS,,32.786518,-96.710274,,,1
13839,13839,EVERGLADE @ ELKRIDGE - E - NS,,32.787056,-96.708054,,,1
13840,13840,EVERGLADE @ ASHBROOK - E - NS,,32.786945,-96.70707,,,0
13841,13841,EVERGLADE @ HAZELHURST - E - NS,,32.786068,-96.705635,,,0
13842,13842,EVERGLADE @ URBAN CREST - E - NS,,32.785426,-96.700977,,,0
13848,13848,ST FRANCIS @ BERRIDGE - S - NS,,32.785827,-96.691117,,,1
13849,13849,ST FRANCIS @ TRACE - S - NS,,32.784727,-96.690598,,,1
13851,13851,ST FRANCIS @ BUCKNER - E - NS,,32.784748,-96.684665,,,1
13852,13852,BUCKNER @ CHARIOT - S - FS,,32.782127,-96.682984,,,1
13854,13854,GASTON @ GLASGOW - S - NS,,32.810327,-96.757144,,,1
13855,13855,GASTON @ SKILLMAN - S - FS,,32.808639,-96.759152,,,1
13856,13856,GASTON @ GLENDALE - S - NS,,32.807618,-96.760384,,,0
13857,13857,GASTON @ BEACON - S - FS,,32.806018,-96.762322,,,1
13858,13858,GASTON @ DUMAS - S - NS,,32.804283,-96.764405,,,1
13859,13859,GASTON @ MUNGER - S - FS,,32.802784,-96.766221,,,1
13860,13860,GASTON @ COLLETT - S - FS,,32.801372,-96.767914,,,1
13861,13861,GASTON @ FITZHUGH - S - FS,,32.79985,-96.769722,,,1
13862,13862,GASTON @ ANNEX - S - NS,,32.798248,-96.771668,,,0
13863,13863,GASTON @ CARROLL - S - NS,,32.796848,-96.773354,,,1
13864,13864,GASTON @ PEAK - S - NS,,32.79553,-96.775002,,,1
13865,13865,GASTON @ HASKELL - S - MB,,32.794483,-96.77623,,,1
13867,13867,GASTON @ ST JOSEPH - S - NS,,32.792564,-96.778542,,,1
13868,13868,GASTON @ WASHINGTON - S - FS,,32.791675,-96.779572,,,1
13869,13869,GASTON @ HALL - S - MB,,32.790571,-96.780928,,,1
13870,13870,GASTON @ HALL - S - FS,,32.789208,-96.782618,,,1
13872,13872,GASTON @ LIBERTY - S - NS,,32.787467,-96.78479,,,0
13877,13877,GASTON @ LIBERTY - N - NS,,32.787239,-96.785042,,,0
13879,13879,GASTON @ HALL - N - NS,,32.789348,-96.782212,,,1
13880,13880,GASTON @ WASHINGTON - N - MB1,,32.790466,-96.780861,,,1
13881,13881,GASTON @ WASHINGTON - N - MB,,32.791765,-96.779341,,,0
13882,13882,GASTON @ HILL - N - NS,,32.79285,-96.778016,,,1
13883,13883,GASTON @ HASKELL - N - FS,,32.794059,-96.776581,,,1
13884,13884,GASTON @ PEAK - N - NS,,32.795166,-96.775246,,,1
13885,13885,GASTON @ CARROLL - N - FS,,32.796848,-96.773247,,,1
13886,13886,GASTON @ ANNEX - N - NS,,32.798173,-96.771645,,,0
13887,13887,GASTON @ FITZHUGH - N - FS,,32.800294,-96.769061,,,1
13888,13888,GASTON @ COLLETT - N - FS,,32.801801,-96.767245,,,1
13889,13889,GASTON @ MUNGER - N - FS,,32.803173,-96.765564,,,1
13890,13890,GASTON @ BEACON - N - FS,,32.806297,-96.761841,,,1
13891,13891,GASTON @ GLENDALE - N - NS,,32.807418,-96.760483,,,0
13892,13892,GASTON @ SKILLMAN - N - NS,,32.808811,-96.758797,,,1
13893,13893,GASTON @ GLASGOW - N - NS,,32.810142,-96.757126,,,0
13894,13894,ABRAMS @ ELLSWORTH - S - NS,,32.833896,-96.752984,,,0
13895,13895,ABRAMS @ BOB-O-LINK - S - FS,,32.831809,-96.752945,,,1
13897,13897,ABRAMS @ MCCOMMAS - S - NS,,32.829383,-96.752938,,,0
13899,13899,ABRAMS @ MONTICELLO - S - NS,,32.826703,-96.752935,,,0
13904,13904,ABRAMS @ VELASCO - S - NS,,32.821125,-96.752892,,,0
13907,13907,ABRAMS @ GOLIAD - S - NS,,32.818241,-96.752915,,,0
13909,13909,GASTON @ ABRAMS - N - NS,,32.813518,-96.753121,,,0
13911,13911,ABRAMS @ GOLIAD - N - NS,,32.818046,-96.752877,,,0
13914,13914,ABRAMS @ VELASCO - N - NS,,32.820919,-96.752839,,,0
13918,13918,ABRAMS @ VANDERBILT - N - NS,,32.824779,-96.752854,,,0
13920,13920,ABRAMS @ SONDRA - N - NS,,32.826492,-96.752877,,,0
13922,13922,ABRAMS @ MCCOMMAS - N - NS,,32.82915,-96.752816,,,0
13924,13924,ABRAMS @ BOB-O-LINK - N - NS,,32.831669,-96.752826,,,0
13925,13925,ABRAMS @ ELLSWORTH - N - NS,,32.833587,-96.752907,,,0
14057,14057,COLE @ HESTER - S - NS,,32.825176,-96.78772,,,0
14058,14058,COLE @ ARMSTRONG - S - NS,,32.821693,-96.789765,,,0
14059,14059,COLE @ ELIZABETH - S - NS,,32.814773,-96.793447,,,1
14060,14060,COLE @ CAMBRICK - S - NS,,32.812594,-96.794575,,,0
14061,14061,COLE @ HASKELL - S - NS,,32.81082,-96.795498,,,0
14062,14062,COLE @ BLACKBURN - S - NS,,32.809863,-96.796532,,,0
14063,14063,LEMMON E @ COLE - W - FS,,32.8083,-96.799172,,,1
14071,14071,PEARL @ MCKINNEY - N - NS,,32.792945,-96.802605,,,1
14072,14072,MCKINNEY @ ROUTH - N - NS,,32.796146,-96.801781,,,1
14073,14073,MCKINNEY @ WORTHINGTON - N - NS,,32.798278,-96.801165,,,0
14074,14074,MCKINNEY @ BLACKBURN - N - NS,,32.808632,-96.795895,,,0
14076,14076,MCKINNEY @ CAMBRICK - N - NS,,32.811733,-96.793297,,,1
14077,14077,MCKINNEY @ ELIZABETH - N - NS,,32.813858,-96.792199,,,0
14078,14078,MCKINNEY @ FITZHUGH - N - NS,,32.815768,-96.791127,,,0
14079,14079,MCKINNEY @ OLIVER - N - NS,,32.819237,-96.78928,,,0
14080,14080,MCKINNEY @ ARMSTRONG - N - NS,,32.820907,-96.78843,,,0
14081,14081,MCKINNEY @ HESTER - N - FS,,32.82475,-96.786381,,,0
